Graph,Algorithm,f,MC,Paths,Execution Time,ML,MPL
New,SSP,251,47394,121,1.8963425159454346,4.321428571428571,0.7202380952380952
New,CS,108,19260,43,2.779585599899292,3.2738095238095237,0.8184523809523809
New,CC,397,71857,172,2.2369227409362793,3.1904761904761907,0.6380952380952382
New,HYBRID,344,62621,169,3.921217441558838,3.3437392695322266,0.7723214285714286
